-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Latitude  47.6101   Longitude -122.2015
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 110.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999
Parameter(s):
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2)
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (W m-2)
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (W m-2)
T2M                    MERRA-2 Temperature at 2 Meters (C)
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%)
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s)
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees)
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C)
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C)
PS                     MERRA-2 Surface Pressure (kPa)
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg)
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day)
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,RH2M,WS10M,WD10M,T2MDEW,T2MWET,PS,QV2M,PRECTOTCORR
2025,6,26,7,0.0,0.0,0.0,12.34,97.34,1.45,198.6,11.94,12.14,100.37,8.7,2.17
2025,6,26,8,0.0,0.0,0.0,11.76,97.3,1.61,194.0,11.34,11.55,100.36,8.37,2.2
2025,6,26,9,0.0,0.0,0.0,11.62,96.46,1.68,188.9,11.08,11.35,100.36,8.22,0.83
2025,6,26,10,0.0,0.0,0.0,11.7,96.2,1.85,190.0,11.12,11.41,100.38,8.24,0.3
2025,6,26,11,0.0,0.0,0.0,11.69,96.28,1.96,191.5,11.11,11.4,100.4,8.24,0.14
2025,6,26,12,6.12,3.69,6.56,11.65,96.07,2.05,189.3,11.05,11.35,100.4,8.2,0.25
2025,6,26,13,45.2,34.01,38.9,12.2,93.97,2.2,181.8,11.28,11.74,100.37,8.32,0.25
2025,6,26,14,103.4,37.28,87.15,13.43,88.94,2.28,184.5,11.67,12.55,100.33,8.54,0.23
2025,6,26,15,179.73,24.83,150.22,14.57,83.17,2.1,196.6,11.77,13.17,100.33,8.6,0.5
2025,6,26,16,255.45,0.88,215.63,15.0,80.54,1.46,209.2,11.71,13.36,100.35,8.56,1.12
2025,6,26,17,336.62,36.31,261.2,14.85,81.62,0.65,213.7,11.76,13.3,100.37,8.59,1.8
2025,6,26,18,405.12,25.4,321.82,14.77,83.01,0.12,94.8,11.93,13.35,100.39,8.69,2.59
2025,6,26,19,461.67,16.35,368.22,14.67,84.7,0.6,60.9,12.14,13.4,100.4,8.81,5.52
2025,6,26,20,456.98,15.57,364.91,14.48,86.79,1.14,63.4,12.32,13.4,100.38,8.92,10.49
2025,6,26,21,223.4,6.86,177.26,14.6,87.62,1.36,61.0,12.57,13.58,100.33,9.08,12.36
2025,6,26,22,156.9,10.44,127.14,14.9,88.06,1.2,55.9,12.95,13.93,100.29,9.31,9.41
2025,6,26,23,102.12,0.0,85.72,15.44,87.75,0.78,55.9,13.41,14.42,100.25,9.61,5.15
2025,6,27,0,82.97,20.43,66.81,15.99,86.95,0.19,42.9,13.83,14.91,100.2,9.87,3.86
2025,6,27,1,75.53,2.64,64.8,16.32,88.62,0.6,246.4,14.43,15.38,100.16,10.28,3.43
2025,6,27,2,44.25,0.0,38.27,15.99,91.08,0.92,232.5,14.55,15.27,100.12,10.35,3.17
2025,6,27,3,7.07,0.0,6.58,14.53,96.88,0.84,220.2,14.05,14.29,100.13,10.02,3.91
2025,6,27,4,0.0,0.0,0.0,13.09,99.46,1.12,214.1,13.02,13.06,100.17,9.36,3.69
2025,6,27,5,0.0,0.0,0.0,12.66,99.17,1.38,215.5,12.55,12.6,100.2,9.07,3.99
2025,6,27,6,0.0,0.0,0.0,12.16,98.78,1.6,216.1,12.0,12.08,100.2,8.74,3.02
2025,6,27,7,0.0,0.0,0.0,11.59,98.5,1.79,213.2,11.4,11.5,100.22,8.39,3.2
2025,6,27,8,0.0,0.0,0.0,10.98,98.58,1.86,207.1,10.79,10.88,100.25,8.06,3.2
2025,6,27,9,0.0,0.0,0.0,10.78,98.19,1.7,194.3,10.52,10.65,100.26,7.92,1.96
2025,6,27,10,0.0,0.0,0.0,10.89,98.21,1.91,189.7,10.64,10.77,100.26,7.98,1.47
2025,6,27,11,0.0,0.0,0.0,10.9,98.53,1.9,190.3,10.7,10.8,100.28,8.01,1.24
2025,6,27,12,6.93,8.6,9.14,11.13,98.27,1.95,188.0,10.89,11.01,100.32,8.11,0.49
2025,6,27,13,56.17,59.87,44.75,11.72,97.55,2.09,186.6,11.36,11.54,100.34,8.37,0.41
2025,6,27,14,130.65,66.23,105.66,12.57,96.34,2.15,190.7,12.02,12.3,100.39,8.74,0.54
2025,6,27,15,180.0,49.09,141.61,13.24,93.83,2.3,204.4,12.3,12.77,100.44,8.89,0.96
2025,6,27,16,237.52,4.28,199.98,14.06,88.49,2.11,210.8,12.21,13.14,100.49,8.84,1.58
2025,6,27,17,301.2,1.15,246.08,15.24,81.63,1.79,218.4,12.15,13.7,100.49,8.8,2.72
2025,6,27,18,327.77,23.54,265.07,16.01,77.79,1.46,228.9,12.16,14.08,100.5,8.81,3.04
2025,6,27,19,352.77,160.25,255.22,16.46,76.8,1.22,239.4,12.4,14.43,100.51,8.95,2.65
2025,6,27,20,375.38,42.3,284.21,16.83,75.68,1.23,248.5,12.54,14.68,100.52,9.03,2.36
2025,6,27,21,310.17,73.42,234.94,17.23,74.69,1.21,255.6,12.72,14.97,100.53,9.14,2.08
2025,6,27,22,278.45,29.19,223.92,17.5,74.16,1.15,266.5,12.87,15.18,100.55,9.23,1.66
2025,6,27,23,259.33,20.44,214.63,17.37,75.44,1.05,285.0,13.01,15.19,100.58,9.31,1.43
2025,6,28,0,223.4,74.76,176.05,16.98,78.33,0.91,317.2,13.2,15.09,100.6,9.43,1.1
2025,6,28,1,154.6,207.27,97.58,16.61,81.66,0.93,352.6,13.47,15.04,100.63,9.6,0.92
2025,6,28,2,81.62,182.71,57.44,15.97,87.03,1.09,22.1,13.82,14.89,100.67,9.82,0.85
2025,6,28,3,23.38,107.65,19.86,14.28,93.62,1.43,40.7,13.28,13.78,100.71,9.47,0.98
2025,6,28,4,0.0,0.0,0.0,12.76,97.76,1.52,48.7,12.43,12.6,100.75,8.95,2.12
2025,6,28,5,0.0,0.0,0.0,12.13,97.05,1.69,54.1,11.7,11.92,100.77,8.52,2.28
2025,6,28,6,0.0,0.0,0.0,11.35,96.95,1.66,54.3,10.91,11.13,100.79,8.08,2.19
2025,6,28,7,0.0,0.0,0.0,10.57,97.11,1.64,51.0,10.15,10.36,100.82,7.68,2.34
2025,6,28,8,0.0,0.0,0.0,9.84,97.24,1.6,45.0,9.44,9.64,100.85,7.32,2.56
2025,6,28,9,0.0,0.0,0.0,9.45,97.14,1.6,40.2,9.03,9.24,100.89,7.12,1.54
2025,6,28,10,0.0,0.0,0.0,9.24,97.32,1.49,42.3,8.85,9.04,100.93,7.03,0.82
2025,6,28,11,0.0,0.0,0.0,8.96,97.81,1.23,48.6,8.65,8.81,100.97,6.93,0.55
2025,6,28,12,5.68,18.34,6.67,8.74,97.9,1.13,55.0,8.46,8.6,101.01,6.83,0.37
2025,6,28,13,57.7,159.63,38.03,9.15,96.23,1.18,59.5,8.6,8.88,101.05,6.9,0.33
2025,6,28,14,143.95,284.07,76.77,10.16,93.32,1.18,58.2,9.16,9.66,101.09,7.16,0.26
2025,6,28,15,241.55,318.73,119.62,11.41,90.09,1.37,51.8,9.86,10.63,101.13,7.51,0.4
2025,6,28,16,371.0,237.87,227.97,12.38,86.31,1.73,50.6,10.18,11.28,101.15,7.67,0.67
2025,6,28,17,425.3,518.93,172.3,12.89,83.6,1.91,51.6,10.21,11.55,101.18,7.68,1.18
2025,6,28,18,603.8,324.51,310.76,13.34,81.31,2.01,48.8,10.23,11.79,101.22,7.69,1.4
2025,6,28,19,716.85,484.91,289.82,13.89,78.87,2.09,41.3,10.3,12.1,101.23,7.73,1.27
2025,6,28,20,748.67,476.97,299.31,14.27,77.16,2.22,31.8,10.35,12.31,101.24,7.75,1.01
2025,6,28,21,678.35,668.11,145.16,15.15,73.53,2.25,23.0,10.48,12.82,101.21,7.82,0.24
2025,6,28,22,695.75,543.51,255.94,16.56,69.28,1.91,14.5,10.93,13.74,101.16,8.07,0.02
2025,6,28,23,590.9,619.96,174.4,17.9,65.41,1.49,4.2,11.36,14.63,101.08,8.3,0.0
2025,6,29,0,468.52,575.39,141.43,18.61,64.38,1.24,355.4,11.8,15.2,101.01,8.55,0.0
2025,6,29,1,319.25,522.03,107.34,18.75,67.05,1.08,2.1,12.53,15.64,100.95,8.99,0.0
2025,6,29,2,171.07,433.75,66.17,18.79,75.86,0.91,10.8,14.37,16.58,100.9,10.21,0.0
2025,6,29,3,49.7,167.53,30.58,16.3,83.5,1.22,12.8,13.49,14.89,100.9,9.6,0.0
2025,6,29,4,0.0,0.0,0.0,13.13,92.23,1.38,22.7,11.92,12.52,100.96,8.63,0.0
2025,6,29,5,0.0,0.0,0.0,11.31,100.0,1.07,32.3,11.55,11.43,101.03,8.41,0.49
2025,6,29,6,0.0,0.0,0.0,10.61,100.0,0.98,40.9,10.85,10.73,101.07,8.03,1.17
2025,6,29,7,0.0,0.0,0.0,10.31,99.58,0.76,48.7,10.28,10.3,101.09,7.72,1.32
2025,6,29,8,0.0,0.0,0.0,9.82,99.22,0.64,36.2,9.72,9.77,101.12,7.44,1.35
2025,6,29,9,0.0,0.0,0.0,9.57,98.48,0.86,27.8,9.37,9.47,101.13,7.26,0.48
2025,6,29,10,0.0,0.0,0.0,8.74,100.0,1.22,26.4,8.9,8.82,101.13,7.03,0.26
2025,6,29,11,0.0,0.0,0.0,8.61,100.0,1.41,24.2,8.79,8.7,101.14,6.98,0.32
2025,6,29,12,9.35,42.94,9.51,8.71,100.0,1.39,18.4,8.79,8.75,101.13,6.98,0.33
2025,6,29,13,111.8,399.46,40.01,10.0,95.67,1.54,10.1,9.36,9.68,101.12,7.26,0.28
2025,6,29,14,272.55,649.37,61.92,11.63,90.63,1.82,8.5,10.17,10.9,101.09,7.67,0.11
2025,6,29,15,445.55,763.64,78.1,13.55,85.68,2.18,5.3,11.22,12.38,101.06,8.23,0.08
2025,6,29,16,611.3,837.06,87.29,15.51,80.39,2.32,1.5,12.17,13.84,101.03,8.77,0.01
2025,6,29,17,753.97,884.71,94.86,17.23,75.77,2.49,358.2,12.94,15.08,101.0,9.23,0.0
2025,6,29,18,861.35,911.2,100.25,18.84,69.27,2.7,357.0,13.11,15.98,100.97,9.34,0.0
2025,6,29,19,924.6,915.27,107.86,19.98,64.71,2.83,355.9,13.12,16.55,100.94,9.37,0.0
2025,6,29,20,938.12,932.83,99.3,20.59,62.82,2.93,355.5,13.24,16.92,100.9,9.45,0.0
2025,6,29,21,908.72,944.95,83.71,21.15,60.72,2.97,356.9,13.23,17.19,100.84,9.46,0.0
2025,6,29,22,826.3,925.28,82.08,21.55,58.77,3.07,358.3,13.09,17.32,100.77,9.39,0.0
2025,6,29,23,703.4,891.83,77.16,21.57,58.41,3.15,358.9,13.03,17.3,100.7,9.35,0.0
2025,6,30,0,549.1,830.32,76.23,21.11,61.06,3.03,1.1,13.3,17.2,100.63,9.51,0.0
2025,6,30,1,377.92,751.01,67.44,20.23,67.6,2.66,3.0,14.05,17.14,100.58,9.98,0.0
2025,6,30,2,206.02,591.5,49.82,18.8,78.21,2.06,1.4,14.93,16.86,100.56,10.57,0.0
2025,6,30,3,59.03,287.2,25.42,16.19,92.29,1.6,2.9,14.95,15.57,100.54,10.58,0.0
2025,6,30,4,0.0,0.0,0.0,13.95,97.6,1.75,3.3,13.59,13.77,100.54,9.68,0.0
2025,6,30,5,0.0,0.0,0.0,13.34,97.26,1.73,2.6,12.92,13.13,100.53,9.27,0.0
2025,6,30,6,0.0,0.0,0.0,12.94,95.94,1.78,358.4,12.31,12.62,100.49,8.91,0.0
2025,6,30,7,0.0,0.0,0.0,12.77,93.72,2.04,351.3,11.78,12.28,100.44,8.61,0.0
2025,6,30,8,0.0,0.0,0.0,12.91,89.61,2.26,344.6,11.23,12.07,100.4,8.31,0.0
2025,6,30,9,0.0,0.0,0.0,12.8,87.85,2.43,344.7,10.82,11.81,100.37,8.09,0.0
2025,6,30,10,0.0,0.0,0.0,12.61,87.87,2.57,347.4,10.66,11.63,100.38,7.99,0.0
2025,6,30,11,0.0,0.0,0.0,12.37,89.04,2.69,348.4,10.63,11.5,100.38,7.97,0.0
2025,6,30,12,9.12,46.2,9.05,12.41,90.16,2.72,349.4,10.86,11.63,100.4,8.09,0.0
2025,6,30,13,111.65,429.89,38.87,13.69,90.37,2.46,346.6,12.14,12.92,100.41,8.82,0.0
2025,6,30,14,272.95,676.84,58.14,15.55,82.59,2.4,352.8,12.61,14.08,100.42,9.09,0.0
2025,6,30,15,445.42,794.93,68.93,17.25,77.83,2.09,356.4,13.36,15.3,100.42,9.55,0.0
2025,6,30,16,607.92,857.1,74.95,18.82,73.08,1.91,2.4,13.93,16.38,100.4,9.9,0.0
2025,6,30,17,748.35,899.45,80.18,20.28,68.99,1.92,0.6,14.44,17.36,100.37,10.24,0.0
2025,6,30,18,853.95,933.6,79.4,21.57,64.82,2.16,356.0,14.69,18.13,100.33,10.42,0.0
2025,6,30,19,916.6,944.02,78.84,22.59,61.53,2.39,353.5,14.83,18.71,100.3,10.53,0.0
2025,6,30,20,931.28,946.23,83.03,23.34,58.95,2.55,352.1,14.88,19.11,100.27,10.56,0.0
2025,6,30,21,897.0,923.67,87.87,24.11,56.53,2.65,352.6,14.94,19.52,100.24,10.61,0.0
2025,6,30,22,816.88,910.26,85.89,24.59,55.01,2.7,353.2,14.96,19.78,100.21,10.63,0.0
2025,6,30,23,696.47,887.74,77.9,24.55,55.53,2.7,354.7,15.07,19.81,100.17,10.71,0.0
2025,7,1,0,544.28,831.84,71.23,24.21,60.12,2.58,359.6,15.99,20.1,100.13,11.37,0.0
2025,7,1,1,375.48,761.41,59.41,23.36,67.95,2.43,5.0,17.09,20.23,100.1,12.22,0.0
2025,7,1,2,205.52,607.83,45.78,21.62,78.15,2.11,9.8,17.61,19.61,100.09,12.65,0.0
2025,7,1,3,59.17,305.17,23.92,18.38,91.12,1.66,17.1,16.88,17.63,100.1,12.06,0.0
2025,7,1,4,0.0,0.0,0.0,15.74,98.36,1.28,24.6,15.48,15.61,100.16,11.0,0.04
2025,7,1,5,0.0,0.0,0.0,14.62,100.0,0.79,33.7,14.86,14.74,100.21,10.56,0.56
2025,7,1,6,0.0,0.0,0.0,13.49,100.0,0.68,13.6,13.73,13.61,100.24,9.81,0.47
2025,7,1,7,0.0,0.0,0.0,12.52,100.0,0.66,359.1,12.76,12.64,100.27,9.19,0.42
2025,7,1,8,0.0,0.0,0.0,11.76,100.0,0.55,340.9,11.91,11.83,100.31,8.69,0.4
2025,7,1,9,0.0,0.0,0.0,11.67,97.51,0.5,311.7,11.32,11.49,100.33,8.34,0.02
2025,7,1,10,0.0,0.0,0.0,12.49,91.06,0.68,310.2,11.09,11.79,100.33,8.22,0.0
2025,7,1,11,0.0,0.0,0.0,13.11,86.68,0.93,348.8,10.96,12.04,100.32,8.15,0.0
2025,7,1,12,8.82,48.87,8.77,12.96,87.4,1.35,21.8,10.96,11.96,100.28,8.14,0.0
2025,7,1,13,109.2,408.4,40.41,14.79,91.51,1.1,32.0,13.42,14.1,100.26,9.61,0.0
2025,7,1,14,269.5,655.58,61.62,17.64,80.07,1.29,22.4,14.14,15.89,100.24,10.09,0.0
2025,7,1,15,440.2,804.16,63.4,18.95,72.79,1.77,4.9,13.99,16.47,100.22,9.96,0.0
2025,7,1,16,605.7,858.31,72.92,20.07,72.35,2.0,357.7,14.97,17.52,100.21,10.62,0.0
2025,7,1,17,748.88,899.76,80.33,21.35,71.22,2.05,356.4,15.96,18.65,100.18,11.32,0.0
2025,7,1,18,859.88,932.32,84.57,22.65,68.9,2.07,356.7,16.68,19.67,100.16,11.86,0.0
2025,7,1,19,925.47,948.91,84.48,23.78,67.13,2.06,354.2,17.34,20.56,100.13,12.38,0.0
2025,7,1,20,938.05,954.05,84.87,24.72,64.55,2.19,349.7,17.59,21.15,100.1,12.6,0.0
2025,7,1,21,903.1,922.65,94.12,25.56,60.5,2.38,347.1,17.34,21.45,100.05,12.42,0.0
2025,7,1,22,816.65,915.98,83.17,26.01,57.61,2.41,349.0,16.99,21.5,100.0,12.15,0.0
2025,7,1,23,695.4,885.57,76.12,25.97,57.21,2.26,354.4,16.84,21.4,99.97,12.04,0.0
2025,7,2,0,544.08,849.26,68.07,25.41,60.67,2.02,6.2,17.26,21.33,99.93,12.36,0.0
2025,7,2,1,375.15,760.56,60.37,24.49,68.55,1.8,22.6,18.32,21.4,99.9,13.23,0.0
2025,7,2,2,205.45,636.54,43.3,22.94,78.98,1.7,36.4,19.04,20.99,99.9,13.89,0.0
2025,7,2,3,59.38,324.93,23.51,20.14,89.59,1.67,44.0,18.36,19.25,99.89,13.27,0.0
2025,7,2,4,0.0,0.0,0.0,17.92,93.46,1.64,52.9,16.87,17.39,99.92,12.04,0.0
2025,7,2,5,0.0,0.0,0.0,17.1,95.02,1.24,66.7,16.31,16.7,99.92,11.62,0.11
2025,7,2,6,0.0,0.0,0.0,16.52,95.55,0.79,92.9,15.83,16.18,99.92,11.26,0.15
2025,7,2,7,0.0,0.0,0.0,16.05,97.08,0.56,153.4,15.61,15.83,99.93,11.1,0.12
2025,7,2,8,0.0,0.0,0.0,15.59,98.21,0.52,188.9,15.33,15.46,99.95,10.9,0.14
2025,7,2,9,0.0,0.0,0.0,15.27,96.9,0.68,205.1,14.8,15.04,99.99,10.53,0.15
2025,7,2,10,0.0,0.0,0.0,14.76,96.78,1.04,196.2,14.25,14.51,100.04,10.17,0.21
2025,7,2,11,0.0,0.0,0.0,13.85,97.07,1.38,185.8,13.41,13.63,100.07,9.61,0.27
2025,7,2,12,8.25,57.9,8.1,13.1,97.1,1.67,175.9,12.66,12.88,100.09,9.15,0.3
2025,7,2,13,94.88,372.59,39.72,13.8,93.79,1.76,172.8,12.81,13.3,100.1,9.25,0.26
2025,7,2,14,225.5,486.64,75.79,14.57,89.24,1.75,177.7,12.81,13.69,100.12,9.25,0.33
2025,7,2,15,366.95,584.99,110.0,15.04,87.44,1.7,189.1,12.99,14.01,100.16,9.34,0.74
2025,7,2,16,508.9,628.23,150.99,15.79,84.87,1.73,204.6,13.28,14.54,100.2,9.51,0.51
2025,7,2,17,661.35,594.14,240.96,16.93,80.51,1.74,210.9,13.58,15.26,100.21,9.7,0.2
2025,7,2,18,749.25,460.2,367.05,18.59,74.36,1.72,213.6,13.96,16.28,100.2,9.95,0.11
2025,7,2,19,826.7,674.15,260.12,19.96,69.01,1.68,211.1,14.14,17.05,100.18,10.06,0.04
2025,7,2,20,812.58,569.15,336.49,20.34,66.33,1.67,209.5,13.89,17.12,100.17,9.9,0.04
2025,7,2,21,745.1,654.39,224.88,20.11,66.79,1.47,209.7,13.78,16.95,100.14,9.83,0.02
2025,7,2,22,647.5,676.71,149.23,20.35,65.99,1.28,204.0,13.81,17.08,100.12,9.86,0.04
2025,7,2,23,585.47,581.61,193.02,20.9,63.9,1.12,196.7,13.84,17.37,100.09,9.88,0.03
2025,7,3,0,430.33,548.56,128.93,20.54,67.42,0.89,187.8,14.3,17.42,100.06,10.2,0.05
2025,7,3,1,287.4,552.84,76.55,19.58,74.6,0.83,175.9,14.94,17.26,100.04,10.64,0.05
2025,7,3,2,158.23,425.25,52.77,18.43,82.03,1.02,152.7,15.32,16.88,100.05,10.89,0.08
2025,7,3,3,45.2,181.89,25.34,16.65,90.64,1.19,143.2,15.13,15.89,100.08,10.75,0.4
2025,7,3,4,0.0,0.0,0.0,14.76,97.18,1.03,142.5,14.31,14.54,100.15,10.2,2.36
2025,7,3,5,0.0,0.0,0.0,13.71,97.07,1.0,148.1,13.23,13.47,100.21,9.51,3.35
2025,7,3,6,0.0,0.0,0.0,12.79,96.22,1.34,147.5,12.18,12.48,100.24,8.87,3.63
2025,7,3,7,0.0,0.0,0.0,11.89,96.14,1.52,143.6,11.27,11.58,100.25,8.35,3.25
2025,7,3,8,0.0,0.0,0.0,11.07,95.96,1.69,142.0,10.45,10.76,100.28,7.89,2.96
2025,7,3,9,0.0,0.0,0.0,10.92,94.98,1.77,138.7,10.12,10.52,100.29,7.73,1.81
2025,7,3,10,0.0,0.0,0.0,11.11,94.05,1.88,142.3,10.17,10.64,100.31,7.75,1.59
2025,7,3,11,0.0,0.0,0.0,11.07,93.59,1.89,147.3,10.08,10.58,100.32,7.69,1.43
2025,7,3,12,6.07,31.46,6.97,11.02,93.68,1.87,154.4,10.04,10.53,100.35,7.67,1.15
2025,7,3,13,71.1,229.69,35.18,11.24,92.35,1.83,160.2,10.05,10.64,100.38,7.67,0.78
2025,7,3,14,173.62,371.96,73.03,11.62,89.86,1.57,161.1,10.02,10.82,100.42,7.65,0.65
2025,7,3,15,285.7,432.12,97.28,11.74,88.03,1.37,152.1,9.82,10.78,100.47,7.55,0.93
2025,7,3,16,418.1,426.72,185.25,12.19,83.8,1.03,131.9,9.56,10.88,100.51,7.4,1.07
2025,7,3,17,510.9,378.19,224.4,12.97,78.65,0.93,98.7,9.35,11.16,100.51,7.31,1.03
2025,7,3,18,572.03,568.63,166.58,13.59,75.43,1.14,72.2,9.34,11.47,100.51,7.3,0.91
2025,7,3,19,674.67,678.32,157.92,14.11,72.72,1.41,55.4,9.29,11.7,100.51,7.28,0.74
2025,7,3,20,757.33,689.34,192.03,14.83,69.22,1.67,41.6,9.27,12.05,100.5,7.26,0.58
2025,7,3,21,742.72,738.35,130.61,15.85,65.61,1.75,31.4,9.46,12.65,100.48,7.35,0.38
2025,7,3,22,732.53,725.93,166.19,16.54,65.15,1.51,25.5,9.99,13.26,100.45,7.63,0.19
2025,7,3,23,626.95,728.93,136.34,16.7,66.57,1.18,20.9,10.48,13.59,100.41,7.88,0.09
2025,7,4,0,492.35,727.54,101.63,16.42,69.11,0.89,19.0,10.77,13.6,100.37,8.04,0.18
2025,7,4,1,337.05,664.47,77.81,16.07,73.53,0.7,25.5,11.36,13.71,100.34,8.37,0.43
2025,7,4,2,182.98,485.75,60.37,16.06,80.72,0.62,43.0,12.74,14.4,100.32,9.19,0.49
2025,7,4,3,51.15,213.42,28.26,14.68,85.64,0.78,62.4,12.31,13.49,100.33,8.92,0.44
2025,7,4,4,0.0,0.0,0.0,12.68,91.81,0.95,112.8,11.41,12.04,100.37,8.39,0.6
2025,7,4,5,0.0,0.0,0.0,10.98,97.02,1.23,149.7,10.55,10.76,100.39,7.92,0.83
2025,7,4,6,0.0,0.0,0.0,10.16,97.98,1.36,171.1,9.88,10.02,100.4,7.57,1.28
2025,7,4,7,0.0,0.0,0.0,9.84,97.21,1.12,188.7,9.45,9.65,100.42,7.35,1.16
2025,7,4,8,0.0,0.0,0.0,9.68,95.2,1.08,218.2,8.98,9.33,100.41,7.12,1.01
2025,7,4,9,0.0,0.0,0.0,9.19,95.07,0.86,243.1,8.47,8.83,100.39,6.88,0.8
2025,7,4,10,0.0,0.0,0.0,8.96,95.17,0.55,235.4,8.24,8.6,100.4,6.78,0.59
2025,7,4,11,0.0,0.0,0.0,8.6,95.83,0.32,205.8,8.0,8.3,100.43,6.66,0.47
2025,7,4,12,6.75,10.7,10.42,8.32,95.94,0.65,204.6,7.74,8.03,100.47,6.54,0.45
2025,7,4,13,90.62,175.42,64.44,8.31,94.99,0.75,196.3,7.58,7.95,100.47,6.47,0.4
2025,7,4,14,225.05,304.65,138.7,8.51,93.73,1.21,177.2,7.58,8.05,100.5,6.47,0.35
2025,7,4,15,376.23,439.97,189.85,9.01,91.93,1.43,188.5,7.79,8.4,100.56,6.56,0.5
2025,7,4,16,520.83,569.92,221.65,9.24,91.23,1.15,208.6,7.91,8.57,100.59,6.61,0.79
2025,7,4,17,680.53,603.83,235.22,9.51,90.14,0.98,223.3,7.98,8.74,100.61,6.65,1.18
2025,7,4,18,783.45,640.41,254.88,9.78,89.06,0.86,207.8,8.08,8.93,100.63,6.69,1.68
2025,7,4,19,776.5,482.3,337.43,9.92,89.45,1.22,199.2,8.26,9.09,100.66,6.78,2.1
2025,7,4,20,651.85,416.62,342.8,9.86,90.51,1.7,193.6,8.39,9.12,100.71,6.83,2.12
2025,7,4,21,604.55,209.19,381.42,9.87,91.01,2.06,188.9,8.49,9.18,100.75,6.87,1.23
2025,7,4,22,518.9,125.92,358.07,10.03,90.84,2.23,188.0,8.62,9.33,100.76,6.93,0.84
2025,7,4,23,425.33,119.55,305.85,10.1,91.32,2.16,188.2,8.78,9.44,100.76,7.0,0.91
2025,7,5,0,311.02,96.07,224.21,9.99,92.8,2.07,182.2,8.89,9.44,100.79,7.06,1.24
2025,7,5,1,199.82,80.25,159.2,9.69,94.59,2.09,172.6,8.88,9.29,100.83,7.05,1.62
2025,7,5,2,109.55,78.08,85.32,9.34,95.81,2.09,167.0,8.72,9.03,100.89,6.97,2.09
2025,7,5,3,31.9,27.88,29.55,9.13,96.49,1.9,165.7,8.62,8.88,100.9,6.92,1.38
2025,7,5,4,0.0,0.0,0.0,9.12,96.85,1.7,166.0,8.67,8.89,100.92,6.94,0.84
2025,7,5,5,0.0,0.0,0.0,9.1,96.98,1.58,165.7,8.67,8.88,100.91,6.94,0.62
2025,7,5,6,0.0,0.0,0.0,9.13,97.17,1.59,178.9,8.73,8.93,100.88,6.97,0.41
2025,7,5,7,0.0,0.0,0.0,9.22,97.38,1.54,191.2,8.85,9.03,100.85,7.03,0.29
2025,7,5,8,0.0,0.0,0.0,9.37,97.47,1.54,195.8,9.02,9.2,100.83,7.11,0.25
2025,7,5,9,0.0,0.0,0.0,9.54,97.6,1.39,182.5,9.2,9.37,100.85,7.2,0.19
2025,7,5,10,0.0,0.0,0.0,9.55,98.12,1.28,171.0,9.3,9.42,100.9,7.24,0.16
2025,7,5,11,0.0,0.0,0.0,9.35,98.67,1.21,173.8,9.17,9.26,100.94,7.18,0.15
2025,7,5,12,5.6,8.58,8.2,9.34,98.24,1.21,172.4,9.1,9.22,101.0,7.14,0.15
2025,7,5,13,61.42,102.38,45.33,10.55,95.69,1.12,168.7,9.91,10.23,101.05,7.54,0.15
2025,7,5,14,157.02,168.73,107.24,11.75,91.91,0.64,162.7,10.49,11.12,101.1,7.84,0.19
2025,7,5,15,272.12,224.08,177.03,13.25,86.2,0.22,105.9,11.03,12.14,101.17,8.11,0.25
2025,7,5,16,381.15,323.36,227.28,14.36,81.02,0.79,64.4,11.18,12.77,101.21,8.19,0.24
2025,7,5,17,562.38,494.11,250.71,14.25,81.03,1.32,64.8,11.06,12.65,101.25,8.13,0.51
2025,7,5,18,728.5,510.61,314.76,13.98,81.89,1.6,71.0,10.96,12.47,101.29,8.07,0.93
2025,7,5,19,845.62,653.96,278.35,13.85,82.1,1.7,72.5,10.87,12.36,101.32,8.02,1.36
2025,7,5,20,855.47,809.06,253.64,13.82,81.65,1.61,62.2,10.76,12.29,101.32,7.96,1.29
2025,7,5,21,809.53,588.92,343.5,14.07,80.41,1.54,36.3,10.76,12.42,101.3,7.97,0.32
2025,7,5,22,726.9,588.85,301.16,14.99,77.35,1.45,17.3,11.1,13.04,101.26,8.14,0.11
